run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210612-k4-d5-p4-4-r2-i320-s1234,experiment,unknown,2026-04-04T21:06:12,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,4,1,2,640,1234,0.771282519145,0.978117,0.702494,390,3,30,true,0,random,1.0e-06,3.7912712499839394;5.991709974337239;0.5934165175816215;0.6209826092528083,0.07917366478460919;2.756909738603349;2.9209090881061526;1.430153945745836
