start_index,p,gamma,beta
1,15,2.9290064690627644;3.4681643223952427;3.4800621949675;3.4828655277217395;3.485854073983734;3.496994790836133;3.5295542011368437;3.5797490160181584;3.5797490160181584;3.5797490160181584;3.5797490160181584;3.5797490160181584;3.5797490160181584;3.5797490160181584;3.5797490160181584,1.7888022842213227;0.18188225650743042;0.17683140527132027;0.1752772582668841;0.17252569166935283;0.163386491958454;0.14114576026954698;0.07629315188282135;0.07629315188282126;0.07629315188282126;0.07629315188282126;0.07629315188282126;0.07629315188282126;0.07629315188282126;0.07629315188282126
