run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210509-k4-d5-p3-3-r2-i320-s1234,experiment,unknown,2026-04-04T21:05:09,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,3,1,2,320,1234,0.728175389800,0.898718,0.616342,179,3,28,true,0,random,1.0e-06,3.322583910489371;5.739449317667701;0.18864131313965726,0.6852100141244574;0.4775889279789273;2.8511332971972396
