run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T224315-k4-d5-p9-9-r2-i320-s1234,experiment,unknown,2026-04-04T22:43:15,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,5,9,1,2,1280,1234,0.810430779546,6044.538583,3495.161485,10161,3,241,true,0,random,1.0e-06,3.424602642952778;0.4899534959695675;6.097938417004821;1.0601929701263537;0.32646545226560264;6.22234434254186;5.804242510775607;3.01339179959903;3.9612513003981866,1.2849730982159855;1.1663603252817587;1.7124574720616932;1.8111113118645683;0.11744486745425275;1.3825758967032207;0.996113411416401;1.3873020308220791;1.4581351018851112
