start_index,p,gamma,beta
2,9,3.913679517745395;2.471239356379707;2.405074192690603;0.7765571747291803;5.874829294138031;2.6861904081173384;5.787745212407119;0.9387770502768358;4.801637274551656,3.145099309563998;1.894327928119728;3.1418226166120324;0.6991290912022801;2.929072581758959;-0.18821934460080728;2.969933606327729;3.1437877494873465;3.035934813338648
