start_index,p,gamma,beta
1,7,0.2559776893355693;0.39770070192817936;0.4151250523346062;0.42305178497973384;0.4352727489786707;0.46795529179098866;0.5294477277262897,0.21987802706022658;0.18539582224080314;0.17981270417467113;0.17780041834047028;0.17049868570831536;0.15220260109218953;0.08424241730401945
