start_index,p,gamma,beta
3,6,2.987263536941999;-0.46133498963178965;5.772019478308084;1.889583089769832;6.238167976796076;6.283187196463347,2.6610582056808427;0.2585954703991907;1.7340251476917379;1.6251780578876136;2.318810073952752;2.3425977417689157
