run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260401T041836-k5-d8-p11-11-r2-i320-s1234,experiment,unknown,2026-04-01T04:18:36,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,5,8,11,1,0,1280,1234,0.500796533935,3205.801147,3196.276484,207,1,7,true,0,random,1.0e-05,2.1325839860735485;1.647523712303169;3.9959313605706086;2.8349745073475816;4.3740241234965325;5.389487959783118;0.894317306203142;0.8106015784787672;0.14792237467805336;4.706726450151997;6.017955615147798,1.6354848062371126;0.702496029536885;3.0058546866307445;1.0613581821241063;2.0363151202571466;0.13656281845591778;1.4108250115245689;0.16552492819963405;0.3064816060675035;2.4845154399671934;0.17360023283300308
