k,D,p,round,beta
5,7,9,6,0.177272027637
5,7,9,7,0.164637812946
5,7,9,8,0.129520991510
5,7,9,9,0.059587242995
5,7,10,1,0.218375520958
5,7,10,2,0.181123996869
5,7,10,3,0.175227188593
5,7,10,4,0.176258821019
5,7,10,5,0.172343668766
5,7,10,6,0.164461514857
5,7,10,7,0.139593908835
5,7,10,8,0.108911886660
5,7,10,9,0.046174752617
5,7,10,10,0.046072695698
5,7,11,1,0.212351596391
5,7,11,2,0.183534688586
5,7,11,3,0.179432690810
5,7,11,4,0.178865749037
5,7,11,5,0.178348814800
5,7,11,6,0.176666774776
5,7,11,7,0.164661292044
5,7,11,8,0.129570565482
5,7,11,9,0.059333974295
5,7,11,10,0.059971589409
5,7,11,11,0.059947500551
5,8,2,1,1.797845075409
5,8,2,2,0.148584438568
5,8,3,1,0.230899964702
5,8,3,2,1.756192545288
5,8,3,3,1.696335760118
5,8,4,1,1.799237214716
5,8,4,2,0.191027030634
5,8,4,3,0.170914840133
5,8,4,4,0.110305986050
5,8,5,1,0.225718931066
5,8,5,2,0.190438346005
5,8,5,3,0.179078954304
5,8,5,4,0.161779748432
5,8,5,5,0.099046325420
5,8,6,1,1.347753339481
5,8,6,2,1.382864106461
5,8,6,3,2.961336063396
5,8,6,4,2.968849809478
5,8,6,5,2.987248295408
5,8,6,6,3.051477521220
5,8,7,1,0.220481054728
5,8,7,2,0.185164340765
5,8,7,3,0.178849263289
5,8,7,4,0.175901507112
5,8,7,5,0.168011687224
5,8,7,6,0.147681763472
5,8,7,7,0.082831255862
5,8,8,1,1.788802284221
5,8,8,2,0.181882256507
5,8,8,3,0.176831405271
5,8,8,4,0.175277258267
5,8,8,5,0.172525691669
5,8,8,6,0.163386491958
5,8,8,7,0.141145760270
5,8,8,8,0.076293151883
5,8,9,1,1.353936795897
5,8,9,2,1.386600058989
5,8,9,3,2.964332418266
5,8,9,4,2.966102889525
5,8,9,5,2.967897742183
5,8,9,6,2.977082609363
5,8,9,7,2.997888001930
5,8,9,8,3.035400561859
5,8,9,9,3.096474793328
5,8,11,1,1.635484806237
5,8,11,2,0.702496029537
5,8,11,3,3.005854686631
5,8,11,4,1.061358182124
5,8,11,5,2.036315120257
5,8,11,6,0.136562818456
5,8,11,7,1.410825011525
5,8,11,8,0.165524928200
5,8,11,9,0.306481606068
5,8,11,10,2.484515439967
5,8,11,11,0.173600232833
6,7,2,1,2.946170822141
6,7,2,2,0.131709283181
6,7,3,1,0.195953584344
6,7,3,2,2.979285612971
6,7,3,3,1.683263204334
6,7,4,1,2.949430547010
6,7,4,2,0.164627717037
6,7,4,3,2.989538771368
6,7,4,4,0.099658621129
6,7,5,1,2.952942759540
6,7,5,2,0.162604282563
6,7,5,3,2.984871672097
6,7,5,4,0.145566955041
6,7,5,5,3.051487905383
6,7,6,1,0.185582054915
6,7,6,2,2.982151724240
6,7,6,3,1.727183358521
6,7,6,4,1.418093104357
6,7,6,5,1.710892625850
6,7,6,6,1.488367061642
6,7,7,1,0.182793277525
6,7,7,2,2.985309879654
6,7,7,3,1.724861467364
6,7,7,4,1.416623115257
6,7,7,5,1.720630941485
6,7,7,6,1.435661199592
6,7,7,7,1.646887372602
6,7,8,1,2.961781416691
6,7,8,2,0.153100563953
6,7,8,3,2.990576816030
6,7,8,4,0.152509719362
6,7,8,5,2.989067032250
6,7,8,6,0.147397725771
6,7,8,7,3.010035284251
6,7,8,8,0.070623629883
6,7,9,1,0.184152062491
6,7,9,2,2.986101610927
6,7,9,3,1.720176766906
6,7,9,4,1.423455021721
6,7,9,5,1.729508118579
6,7,9,6,1.421386540155
6,7,9,7,1.704979192975
6,7,9,8,1.525430909132
6,7,9,9,1.562892757922
6,7,10,1,0.549105574267
6,7,10,2,2.513684103034
6,7,10,3,1.645359871140
6,7,10,4,3.018891163949
6,7,10,5,1.695138566317
6,7,10,6,0.168042377496
6,7,10,7,3.056870009231
6,7,10,8,0.758464899370
6,7,10,9,2.340551130281
6,7,10,10,3.141344442025
6,8,2,1,0.195122549444
6,8,2,2,1.702610355706
6,8,3,1,0.195828783687
6,8,3,2,1.732317547097
6,8,3,3,1.683138327582
6,8,4,1,0.192230067529
6,8,4,2,0.164176297503
6,8,4,3,0.150894556505
6,8,4,4,0.099369534189
6,8,5,1,0.188836639935
6,8,5,2,0.162385501668
6,8,5,3,0.156074378301
6,8,5,4,0.144186674363
6,8,5,5,0.089719897709
6,8,6,1,0.185852836268
6,8,6,2,0.159361167895
6,8,6,3,0.155929688607
6,8,6,4,0.151961391837
6,8,6,5,0.138585767302
6,8,6,6,0.081985459905
6,8,7,1,0.182704017588
6,8,7,2,1.726998942776
6,8,7,3,1.725076321315
6,8,7,4,1.724326666178
6,8,7,5,1.719444206645
6,8,7,6,1.704372762471
6,8,7,7,1.645926321584
6,8,8,1,0.183088530005
6,8,8,2,1.726713936774
6,8,8,3,1.722183146974
6,8,8,4,1.726050727380
6,8,8,5,1.726911059268
6,8,8,6,1.719038891157
6,8,8,7,1.703592654782
6,8,8,8,1.642072581087
6,8,9,1,0.186964589138
6,8,9,2,1.707617508572
6,8,9,3,1.732437503123
6,8,9,4,1.729410562801
6,8,9,5,1.723823400023
6,8,9,6,1.718708818125
6,8,9,7,1.705153080940
6,8,9,8,1.658813589966
6,8,9,9,1.628161314539
6,8,10,1,2.323076347427
6,8,10,2,2.619868556945
6,8,10,3,2.111092552994
6,8,10,4,0.043270098720
6,8,10,5,2.610935082456
6,8,10,6,1.243427428998
6,8,10,7,2.077373172783
6,8,10,8,1.730142582130
6,8,10,9,1.690258124982
6,8,10,10,0.199398565649
7,8,1,1,0.158596795117
7,8,2,1,2.969563316203
7,8,2,2,1.451627786072
7,8,3,1,1.741678754124
7,8,3,2,0.144100781638
7,8,3,3,1.673053252016
7,8,4,1,0.166735436311
7,8,4,2,0.145017690544
7,8,4,3,0.136086459489
7,8,4,4,0.090904239335
7,8,5,1,0.163068824439
7,8,5,2,0.142636244519
7,8,5,3,0.139492376040
7,8,5,4,0.130998464120
7,8,5,5,0.082414698322
7,8,6,1,1.730810843812
7,8,6,2,0.139446860870
7,8,6,3,0.138668835345
7,8,6,4,0.136842393092
7,8,6,5,0.126609937154
7,8,6,6,0.075559802479
7,8,7,1,0.157048014457
7,8,7,2,0.136674060247
7,8,7,3,0.137037939148
7,8,7,4,0.138589098292
7,8,7,5,0.135045917888
7,8,7,6,0.123842761194
7,8,7,7,0.070643865031
7,8,8,1,0.154202353439
7,8,8,2,0.136198137691
7,8,8,3,0.135036366650
7,8,8,4,0.136993241773
7,8,8,5,0.134495415184
7,8,8,6,0.119769477525
7,8,8,7,0.094397528922
7,8,8,8,0.047476546833
7,8,9,1,1.554025495094
7,8,9,2,1.238981854308
7,8,9,3,3.112879421051
7,8,9,4,1.194810665186
7,8,9,5,0.002630307014
7,8,9,6,1.931169475443
7,8,9,7,1.061769164891
7,8,9,8,1.508200227337
7,8,9,9,0.096858948911
7,8,10,1,0.530729643029
7,8,10,2,0.241132589435
7,8,10,3,1.642241661421
7,8,10,4,1.084046285711
7,8,10,5,0.080791338203
7,8,10,6,1.356859268586
7,8,10,7,1.086380233533
7,8,10,8,0.098947036146
7,8,10,9,0.626339744826
7,8,10,10,1.619913160269
7,8,11,1,1.917050714877
7,8,11,2,1.659003919635
7,8,11,3,3.077742270882
7,8,11,4,1.635908796990
7,8,11,5,1.649996394935
7,8,11,6,0.493456427397
7,8,11,7,2.989585987510
7,8,11,8,2.243915276502
7,8,11,9,0.829496373156
7,8,11,10,2.967158597248
7,8,11,11,0.050629925960
