run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210727-k4-d6-p5-5-r2-i320-s1234,experiment,unknown,2026-04-04T21:07:27,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,5,1,2,1280,1234,0.758427498258,1.375451,1.035855,477,3,56,true,0,warm,1.0e-06,3.4981419097731035;5.621352420186938;3.3238258887881074;5.5744980927859515;5.728350348987547,0.07371339235557883;2.7483599898531175;0.14233372197070437;2.936386652692992;1.4433188197210498
